DirectorID,DirectorName,MovieCount,Director_AvgRating
nm1350798,Ryan Kawamoto,3,7.8
nm1288010,Virna Molina,3,7.8
nm1117383,Mila Aung-Thwin,3,7.8
nm0457038,Nino Kirtadze,6,7.8
nm0258798,Mikl??s Erd??ly,3,7.8
nm4392114,Sylvestre Sbille,3,7.8
nm4212687,Olivia Rochette,3,7.8
nm4212293,Gerard-Jan Claes,3,7.8
nm2134170,Kiluanje Liberdade,3,7.8
nm1732981,Martin McDonagh,3,7.8
nm1473583,Josiah Kibira,3,7.8
nm0587549,Piro Milkani,11,7.8
nm0584974,Amanda Micheli,4,7.8
nm0329640,Michael A. Goorjian,4,7.8
nm0877078,Yavuz Turgul,8,7.7875
nm0097890,Piyush Bose,7,7.785714286
nm0232472,Arthur Dong,6,7.783333333
nm0080387,Sumitra Bhave,12,7.783333333
nm0837788,Sunil Sukthankar,12,7.783333333
nm0700386,P. Pullaiah,11,7.781818182
nm0392435,Travis Holt Hamilton,5,7.78
nm0946146,Yanko Yankov,4,7.775
nm1864696,Eddie Martin,4,7.775
nm0344262,Jonathan Gruber,4,7.775
nm2575681,Sally Norris,4,7.775
nm2118270,D??niel Tiszeker,4,7.775
nm0013256,Agragami,8,7.775
nm8045054,Firman Syah,4,7.775
nm0383510,William Higgins,23,7.773913043
nm1046174,Kristaq Mitro,7,7.771428571
nm1048550,Ibrahim Mu??aj,7,7.771428571
nm0068385,Martin Bell,3,7.766666667
nm2982357,Peter Leon,3,7.766666667
nm2334530,Piotr Stasik,3,7.766666667
nm1974091,Suki Singh,3,7.766666667
nm1251737,Chun Hua,3,7.766666667
nm0756521,Bhabendra Nath Saikia,3,7.766666667
nm1497995,Carlos Sandoval,3,7.766666667
nm0909548,Baillie Walsh,3,7.766666667
nm0666994,Stefan Paul,6,7.766666667
nm0619059,Kadaru Nagabhushanam,3,7.766666667
nm2198201,Deborah Scranton,3,7.766666667
nm1530433,Todd Douglas Miller,3,7.766666667
nm0594892,Ariane Mnouchkine,3,7.766666667
nm0398555,??gnes Hranitzky,3,7.766666667
nm0351790,Bregtje van der Haak,3,7.766666667
nm2005621,Paul Owens,3,7.766666667
nm0713822,Donna Read,3,7.766666667
nm1966348,Krystian Matysek,3,7.766666667
nm1650294,Lerone D. Wilson,3,7.766666667
nm0410641,Magnus Isacsson,3,7.766666667
nm2271458,Craig Saddlemire,3,7.766666667
nm1595270,Paul Doyle Jr.,3,7.766666667
nm0572385,Mark McLaughlin,3,7.766666667
nm0277404,David Finch,5,7.76
nm0467285,Victor Kossakovsky,8,7.75
nm1057370,Ben Addelman,4,7.75
nm0438808,Amir Karakulov,4,7.75
nm4174428,Ivan Peric,4,7.75
nm0593488,Justin Mitchell,4,7.75
nm5182031,Kazi Hayat,4,7.75
nm0809400,Miranda Smith,4,7.75
nm0135952,Nae Caranfil,7,7.742857143
nm0189581,Paul Crowder,5,7.74
nm0875453,Kazuya Tsurumaki,5,7.74
nm0947708,Oleg Yeryshev,5,7.74
nm0052338,Palash Bannerjee,5,7.74
nm0001178,Sergei M. Eisenstein,21,7.738095238
nm0784019,Mrinal Sen,28,7.735714286
nm0073394,Leonardo Bercovici,3,7.733333333
nm4579146,Matt Lang,3,7.733333333
nm2267675,Fridtjof Kj??reng,3,7.733333333
nm0726453,Jed Riffe,3,7.733333333
nm0468107,Dimitris Koutsiabasakos,3,7.733333333
nm0451592,Nacer Khemir,3,7.733333333
nm0256442,Endaf Emlyn,3,7.733333333
nm0000154,Mel Gibson,3,7.733333333
nm5961051,Atlee Kumar,3,7.733333333
nm2525291,David Whittet,3,7.733333333
nm1622132,Michael Patrick Kelly,3,7.733333333
nm1427130,Daniel Vernon,3,7.733333333
nm1126910,P. Nanjundappa,3,7.733333333
nm0408043,Hiroyuki Imaishi,3,7.733333333
nm0454115,Sotoji Kimura,3,7.733333333
nm3382045,Subhash Sen,3,7.733333333
nm2024238,Ward Serrill,3,7.733333333
nm2023622,Agne Marcinkeviciute,3,7.733333333
nm0872134,Barbara Trent,3,7.733333333
nm6567539,Nabeel Qureshi,3,7.733333333
nm1578836,Gabriel Clarke,3,7.733333333
nm1463564,Randall Gifford,3,7.733333333
nm0700393,Chittajalu Pullayya,6,7.733333333
nm0013676,Arantxa Aguirre,3,7.733333333
nm3404187,John McKenna,3,7.733333333
nm1141845,Anna Tchernakova,3,7.733333333
nm0667666,Paul Paviot,3,7.733333333
nm0347899,Gulzar,19,7.726315789
nm1416227,David Lussier,4,7.725
nm0439253,Ramu Kariat,4,7.725
nm2973316,M.A. Littler,4,7.725
nm2206349,Casey Tebo,4,7.725
nm0813449,Zoran Solomun,4,7.725
nm0613305,Titus Muntean,4,7.725
nm2975950,Umesh Vinayak Kulkarni,4,7.725
nm2603255,Eiki Takahashi,4,7.725
nm0448632,Ademir Kenovic,4,7.725
nm2516950,Denis Delestrac,4,7.725
nm2544171,Kimon Tsakiris,4,7.725
nm0448311,Rory Kennedy,5,7.72
nm0229028,Nenad Dizdarevic,5,7.72
nm1746006,Ian Darling,5,7.72
nm0872281,Helena Trest??kov??,11,7.718181818
nm0705497,Vulo Radev,6,7.716666667
nm1286892,Weijun Chen,6,7.716666667
nm1474697,Bettina Perut,7,7.714285714
nm1394555,Iv??n Osnovikoff,7,7.714285714
nm0014152,Humayun Ahmed,8,7.7125
nm0684596,Lucian Pintilie,10,7.71
nm0347720,Stere Gulea,10,7.71
nm0404655,Noah Hutton,3,7.7
nm2951747,Petra Seliskar,3,7.7
nm1484791,Joshua Oppenheimer,3,7.7
nm0963103,Tao Ruspoli,3,7.7
nm0806736,Bob Smeaton,3,7.7
nm0869242,Ra??l Alberto Tosso,3,7.7
nm0791543,Giorgi Shengelaia,10,7.7
nm0746950,Bimal Roy,18,7.7
nm0513726,Marion Lipschutz,3,7.7
nm0085985,Michael Blackwood,4,7.7
nm4203108,Darren Wilson,3,7.7
nm3592706,Tom Wyrsch,4,7.7
nm2953361,Chad N. Walker,3,7.7
nm1867415,??orfinnur Gu??nason,3,7.7
nm1526932,R. Paul Wilson,3,7.7
nm1031332,Francesco Miccich??,3,7.7
nm0469063,Fatmir Ko??i,5,7.7
nm2702141,Prasanna Jayakody,3,7.7
nm2407057,Jack Niedenthal,3,7.7
nm1212597,Ernesto Cabellos,3,7.7
nm0588769,Kurt Miller,6,7.7
nm0075225,Dori Berinstein,5,7.7
nm0659023,Pan Nalin,10,7.7
nm0469564,John Kramer,3,7.7
nm0438136,Bujar Kapexhiu,4,7.7
nm0413793,Lisa F. Jackson,5,7.7
nm2414020,Noam Pinchas,3,7.7
nm0277619,Jeffrey Fine,3,7.7
nm0005069,Spike Jonze,5,7.7
nm0003939,Vikramaditya Motwane,3,7.7
nm5237694,Pawan Kumar,3,7.7
nm1070561,Paolo Villaluna,4,7.7
nm0784236,Haro Senft,3,7.7
nm4870743,Dave Mossop,3,7.7
nm4349311,Antonio de Santos,3,7.7
nm2955744,Dave LaMattina,3,7.7
nm2616061,Simon Powell,3,7.7
nm2339266,Izu Ojukwu,3,7.7
nm1701278,Britta Wauer,3,7.7
nm0866661,Stanislav Tomic,3,7.7
nm0742420,Rose Rosenblatt,3,7.7
nm0624210,Hugh Munro Neely,3,7.7
nm0632560,Vijaya Nirmala,3,7.7
nm0474593,Eldar Kuliyev,5,7.7
nm0000399,David Fincher,11,7.690909091
nm0456699,Lyudmil Kirkov,10,7.69
nm0705576,Tomislav Radic,8,7.6875
nm0456281,Fritz Kirchhoff,8,7.6875
nm0013255,Agradoot,21,7.685714286
nm0179373,Javier Corcuera,7,7.685714286
nm0199470,Dang Nhat Minh,7,7.685714286
nm0378050,Patricio Henr??quez,7,7.685714286
nm0660453,Krsto Papic,13,7.684615385
nm0644565,Shinsuke Ogawa,6,7.683333333
nm0044242,Licinio Azevedo,6,7.683333333
nm1385225,Everardo Gonz??lez,6,7.683333333
nm1168657,Andrey Zvyagintsev,5,7.68
nm2050347,David Batty,5,7.68
nm0945981,Edward Yang,9,7.677777778
nm0275908,Connie Field,13,7.676923077
nm0111665,Simon Brook,4,7.675
nm1789501,Greg Whiteley,4,7.675
nm0888083,David Van Taylor,4,7.675
nm0338396,Walon Green,4,7.675
nm0290954,Herz Frank,4,7.675
nm0044933,Nikola Babic,4,7.675
nm0702698,Isa Qosja,4,7.675
nm5510199,Elham Gharehkhani,4,7.675
nm1320458,Shawn Woodard,4,7.675
nm0477757,Ferenc K??sa,8,7.675
nm0004321,Henning Lohner,4,7.675
nm1512797,Michael Dorsey,4,7.675
nm0396002,Janine Hosking,4,7.675
nm0846684,Kidlat Tahimik,4,7.675
nm8455056,Mehrtash Mahdavi,4,7.675
nm1406809,Barak Heymann,4,7.675
nm0351566,Yilmaz G??ney,4,7.675
nm1963886,Gr??mur H??konarson,4,7.675
nm0419485,Yorgos Tzavellas,11,7.672727273
nm0157140,Yasuki Chiba,7,7.671428571
nm0412094,Viktor Ivanov,3,7.666666667
nm0326124,Rick Goldsmith,3,7.666666667
nm0167384,Jacques Cluzaud,3,7.666666667
nm3574246,Marco Bonfanti,3,7.666666667
nm3603100,Zig Madamba Dulay,3,7.666666667
nm1497931,Mark Penney,3,7.666666667
nm0846967,Renee Tajima-Pena,3,7.666666667
nm0706740,Hamid Rahmanian,3,7.666666667
nm0227617,Ding Xian Yan,3,7.666666667
nm0006768,Rao C.S.R.,9,7.666666667
nm2962612,Anneta Papathanasiou,3,7.666666667
nm2334719,Carsten Rau,3,7.666666667
nm1539063,Anthony L. Fletcher,3,7.666666667
nm3796645,Tolga Kara??elik,3,7.666666667
nm2264272,Jack C. Newell,3,7.666666667
nm2307949,Josh Greenbaum,3,7.666666667
nm1852117,Jason Wise,3,7.666666667
nm0616880,Toni Myers,3,7.666666667
nm9083905,Tato Kotetishvili,3,7.666666667
nm6436658,Ashwiny Iyer Tiwari,3,7.666666667
nm1992598,Vytautas V. Landsbergis,3,7.666666667
nm0364117,Rebecca Harrell Tickell,3,7.666666667
nm2333670,Hauke Wendler,3,7.666666667
nm1312628,Colin K. Gray,3,7.666666667
nm0767012,Hubert Sauper,3,7.666666667
nm0470467,Jan Krawitz,3,7.666666667
nm3503468,Marc Pierschel,3,7.666666667
nm3181151,Jim Taylor,3,7.666666667
nm2418675,Daniel Lindsay,3,7.666666667
nm2330239,Pierre Rehov,3,7.666666667
nm2193547,Luu Huynh,3,7.666666667
nm1516376,Yoav Shamir,3,7.666666667
nm0893447,Venu Goopaalan,3,7.666666667
nm0691639,Marlo Poras,3,7.666666667
nm0714760,H.M. Reddy,5,7.66
nm2861164,Stephan Parent,5,7.66
nm0030155,Daniel Anker,5,7.66
nm0270832,Muharrem Fejzo,7,7.657142857
nm0327944,Alejandro G. I????rritu,7,7.657142857
nm0674529,Pierre Perrault,16,7.65625
nm0000975,Robert Bresson,13,7.653846154
nm0615948,Vagif Mustafayev,4,7.65
nm0923736,Joss Whedon,4,7.65
nm0530790,Zulkifli M. Osman,4,7.65
nm0726166,Leni Riefenstahl,4,7.65
nm0563339,Vasilis Mazomenos,8,7.65
nm1549090,Yuriy Feting,4,7.65
nm0813285,Alexandru Solomon,6,7.65
nm0264009,Wayne Ewing,4,7.65
nm2792110,Ritesh Menon,4,7.65
nm1522466,Giancarlo Bocchi,4,7.65
nm0439784,Girish Karnad,4,7.65
nm0666369,Richard Patterson,4,7.65
nm0827560,Matt Sterling,4,7.65
nm0357895,Hamish Hamilton,4,7.65
nm2573954,Miguel Gon??alves Mendes,4,7.65
nm2270163,David Sington,4,7.65
nm0672769,Stacy Peralta,4,7.65
nm1442514,S.S. Rajamouli,11,7.645454545
nm2243359,Gajendra Ahire,18,7.644444444
nm0122741,Ken Burns,9,7.644444444
nm0836202,Greg Stump,9,7.644444444
nm0777960,Stefan Schwietert,7,7.642857143
nm1396121,Makoto Shinkai,5,7.64
nm1182241,Rajachandra,5,7.64
nm0496969,Chang-dong Lee,5,7.64
nm1999473,Shoojit Sircar,5,7.64
nm0474533,Aga-Rza Kuliyev,5,7.64
nm0279211,Steven Fischler,5,7.64
nm3583561,Larry Rosen,24,7.6375
nm0040899,Pralhad Keshav Atre,3,7.633333333
nm2373826,Chris Brown,3,7.633333333
nm1003276,Dimitar Petrov,6,7.633333333
nm0446716,Nancy Kelly,3,7.633333333
nm0149196,Nuri Bilge Ceylan,6,7.633333333
nm2588606,Steve McQueen,3,7.633333333
nm1299531,Milen Getov,3,7.633333333
nm0902344,Matthias von Gunten,3,7.633333333
nm0259632,Eduard Erne,3,7.633333333
nm0158339,Chitraarth,3,7.633333333
nm3120981,Ing K.,3,7.633333333
nm2606340,Jan Haft,3,7.633333333
nm1585992,Eduardo Lucatero,3,7.633333333
nm4081209,Antonin Krizsanics,3,7.633333333
nm1078377,Mahmoud al Massad,3,7.633333333
nm0845465,Johan S??derberg,3,7.633333333
nm0041334,St??phane Aubier,3,7.633333333
nm0012744,Vjekoslav Afric,3,7.633333333
nm0783081,Ivars Seleckis,3,7.633333333
nm0660938,Raja Paranjpe,3,7.633333333
nm4318159,Nitesh Tiwari,3,7.633333333
nm2467734,Kenji Yamauchi,3,7.633333333
nm1902067,Roc??o Fern??ndes,3,7.633333333
nm0880297,Andrei Ujica,3,7.633333333
nm0843386,Johnny Symons,3,7.633333333
nm0479810,Stephan Lacant,3,7.633333333
nm0239042,Paul Duane,3,7.633333333
nm0129145,Marion Cajori,3,7.633333333
nm2210720,Naoko Yamada,3,7.633333333
nm1443920,Johan Kramer,3,7.633333333
nm1253769,Wenguang Wu,3,7.633333333
nm1269734,Andrey Paounov,3,7.633333333
nm0373614,Thomas N. Heffron,3,7.633333333
nm0314516,Aleksey German,6,7.633333333
nm0259896,Jacques Ertaud,3,7.633333333
nm1119079,Tomm Moore,3,7.633333333
nm0875394,Geno Tsulaya,3,7.633333333
nm0714690,B.N. Reddi,6,7.633333333
nm0464526,Stephan Komandarev,7,7.628571429
nm1334259,Tomer Heymann,7,7.628571429
nm0994416,Sebasti??n Schindel,7,7.628571429
nm0412217,Viktor Ivchenko,7,7.628571429
nm1261206,Greg Olliver,4,7.625
nm3809021,Alper Caglar,4,7.625
nm0477819,Sigrun K??hler,4,7.625
nm0408086,Takashi Imanishi,4,7.625
nm1936947,Levan Koguashvili,4,7.625
nm0652082,Dimitre Osmanli,4,7.625
nm0301863,Joze Gale,4,7.625
nm0025955,Adam Thomas Anderegg,4,7.625
nm3038805,Vincent Moon,4,7.625
nm0867104,Andrea Tonacci,4,7.625
nm0088001,Milan Blazekovic,4,7.625
nm5366274,Karthik Subbaraj,4,7.625
nm0313489,K.G. George,13,7.623076923
nm0462030,Masaki Kobayashi,22,7.622727273
nm0315872,Goutam Ghose,22,7.622727273
nm1086390,Narayan Puri,5,7.62
nm1385330,Sachi Hamano,5,7.62
nm0501387,Mickey Lemle,5,7.62
nm2292196,James Fair,5,7.62
nm0871735,Rob Tregenza,5,7.62
nm0784017,Manu Sen,5,7.62
nm0590829,Steve Mims,5,7.62
nm0548648,Goran Markovic,13,7.615384615
nm0846314,Zoran Tadic,8,7.6125
nm0850601,B??la Tarr,9,7.611111111
nm0000041,Akira Kurosawa,32,7.609375
nm0001425,Krzysztof Kieslowski,12,7.608333333
nm0590791,Vatroslav Mimica,12,7.608333333
nm0001392,Peter Jackson,13,7.607692308
nm0227544,Richard Dindo,16,7.60625
nm0130024,Paul Calinescu,7,7.6
nm0657965,Michael Palm,3,7.6
nm0563099,Albert Maysles,18,7.6
nm0264936,Dorothy Fadiman,3,7.6
nm0009900,Dejan Acimovic,4,7.6
nm5277601,Cris Macht,3,7.6
nm3992531,Pinaki Chaudhuri,3,7.6
nm3104562,Michael Zimbalist,3,7.6
nm2256873,Mat??as Gueilburt,6,7.6
nm1823281,Owen Alik Shahadah,3,7.6
nm1807599,Nick Peterson,3,7.6
nm1654078,Kenneth Price,4,7.6
nm1302043,Robert Ronny,3,7.6
nm0695396,Carles Prats,6,7.6
nm0666610,Parris Patton,3,7.6
nm0327315,Gang Xia,3,7.6
nm0108412,J. Brian,4,7.6
nm0075444,Zvonimir Berkovic,4,7.6
nm0846005,Vakhtang Tabliashvili,3,7.6
nm0724604,John Henry Richardson,3,7.6
nm0729820,Shaukat Hussain Rizvi,5,7.6
nm0665262,Vincent Patar,4,7.6
nm0499618,Boris Lehman,5,7.6
nm0193485,Richard Curtis,3,7.6
nm4174097,Will Moore,3,7.6
nm1776036,Tiziano Mancini,3,7.6
nm1635529,Aaron Hendren,4,7.6
nm1027719,Farhan Akhtar,4,7.6
nm0740110,Mika Ronkainen,6,7.6
nm0513035,Maurice Linnane,3,7.6
nm0277056,Benjamin Filipovic,3,7.6
nm0154716,Stephen Chbosky,3,7.6
nm4816947,T. Krishna,4,7.6
nm2041022,Andreas Dalsgaard,5,7.6
nm0702131,Elwood Perez,13,7.6
nm0556094,Masayuki,4,7.6
nm0451126,Rustam Khamdamov,4,7.6
nm0296828,Rapha??l Frydman,3,7.6
nm3205229,Shawn Welling,5,7.6
nm2635623,Uldis Brauns,3,7.6
nm2257147,Stevan Riley,4,7.6
nm1447144,David Zeiger,3,7.6
nm1370646,Gayle Ferraro,3,7.6
nm1056059,Rajeev Ravi,3,7.6
nm0833597,Deborah Stratman,3,7.6
nm0407057,Horia Igirosanu,3,7.6
nm0325045,Mick Gold,4,7.6
nm0176098,Mihai Constantinescu,6,7.6
nm0161834,Derek Cianfrance,5,7.6
